"","Loop","fWAR","WAR_1","WAR_2","WAR_3"
"341",341,0.41146206550664,0.25578331159605,0.414702511796755,0.414549465688311
"342",342,0.0620520250629994,0.813938741812616,0.16157982873307,0.158520473523476
"343",343,0.307698184115106,0.287478609606455,0.340505899129304,0.340334962462797
"344",344,0.235920547237728,0.18992123536517,0.24717828267055,0.247187997067533
"345",345,0.260486269019789,0.351496356191019,0.291443069499535,0.291036980176084
"346",346,0.220066355844964,0.447754464912498,0.203191439612156,0.20303233529616
"347",347,0.331269668666943,5.69698737531258e-05,0.407937670960867,0.407892630157898
"348",348,0.253457857363677,0.368488477616603,0.282481271618887,0.282327122308896
"349",349,0.223608847751647,0.179668381445749,0.245316155800285,0.245317281435946
"350",350,0.353704299531479,0.28611300282978,0.396174988227962,0.395785205619897
"351",351,0.32431367934688,0.255836335774358,0.404389417596349,0.404315125349564
"352",352,0.164846532913395,0.210411654839347,0.172117546331616,0.172118641482959
"353",353,0.377541463474627,0.30282493462766,0.45534495950014,0.455024410103583
"354",354,0.390047331713228,0.322893927021751,0.398544322867545,0.398371098772367
"355",355,0.117038388163583,1.02510232961664,0.0560947913408013,0.0522102262875891
"356",356,0.477589937180448,0.218253846904507,0.531640267209948,0.530960982031258
"357",357,0.342396818403112,0.21247509343729,0.441081485217578,0.440792918709947
"358",358,0.16189941689694,0.177519679789734,0.19509221427244,0.195095342883746
"359",359,0.0857574012915921,0.808553076240157,0.15270883715161,0.151155074200617
"360",360,0.185437132516051,0.23298802520001,0.215604737554868,0.215603449788925
"361",361,0.224994535534165,0.292713685973508,0.243934152423417,0.24393898706612
"362",362,0.165018670483086,0.302648951356034,0.175315531772242,0.175215435901232
"363",363,0.118291471693023,0.98722562426763,0.0215176765942096,0.0224947390844374
"364",364,0.174318628749832,0.612995068961762,0.171472911908142,0.170698767474045
"365",365,0.347926173507122,0.335883732281384,0.396244874141096,0.396146995976947
"366",366,0.30162346959186,0.209245875492145,0.321285095072223,0.321206961024454
"367",367,0.311393463331701,0.309160435819832,0.336170112546749,0.335678495852915
"368",368,0.376050183285135,0.0519980991158094,0.483122602503549,0.482400053857271
"369",369,0.312435437280874,0.302446027802336,0.343292682056971,0.343181087052293
"370",370,0.338898274911092,0.226702601893745,0.399216416445119,0.399068117414878
"371",371,0.329630167275729,0.319020946511544,0.407263702438209,0.406935653492406
